Company,Symbol,Date,Close,High,Low,Open,Volume,Yearly,Containings
Samsung,A180,2009-04-22,20.31,20.45,19.81,20.11,385845,254330,254330
Samsung,A181,2009-04-23,20.55,20.7,20.22,20.31,385846,254331,254331
Samsung,A182,2009-04-24,20.24,20.6,20.02,20.48,385847,254332,254332
Samsung,A183,2009-04-25,19.68,20.27,19.56,20.2,385848,254333,254333
Samsung,A184,2009-04-26,19.71,19.93,19.56,19.67,385849,254334,254334
Samsung,A185,2009-04-27,19.81,20.06,19.77,19.83,385850,254335,254335
Samsung,A186,2009-04-28,20.27,20.34,19.89,19.89,385851,254336,254336
Samsung,A187,2009-04-29,20.27,20.38,20.06,20.34,385852,254337,254337
Samsung,A188,2009-04-30,22.04,22.06,20.39,20.39,385853,254338,254338
Samsung,A189,2009-05-01,21.91,22.17,21.59,21.91,385854,254339,254339
Samsung,A190,2009-05-02,21.98,22.37,21.81,21.88,385855,254340,254340
Samsung,A191,2009-05-03,22.22,22.35,22.05,22.14,385856,254341,254341
Samsung,A192,2009-05-04,22.21,22.36,21.85,22.26,385857,254342,254342
Samsung,A193,2009-05-05,22.47,22.6,22.19,22.28,385858,254343,254343
Samsung,A194,2009-05-06,22.67,23.17,22.49,22.78,385859,254344,254344
Samsung,A195,2009-05-07,22.62,22.76,22.55,22.68,385860,254345,254345
Samsung,A196,2009-05-08,22.62,22.74,22.38,22.67,385861,254346,254346
Samsung,A197,2009-05-09,23.63,23.8,22.88,22.88,385862,254347,254347
Samsung,A198,2009-05-10,23.65,23.97,23.52,23.77,385863,254348,254348
Samsung,A199,2009-05-11,23.86,23.86,23.51,23.52,385864,254349,254349
Apple,A200,2009-02-01,23.98,24.06,23.34,23.82,385865,254350,254350
Apple,A201,2009-02-02,23.85,24.34,23.59,24.19,385866,254351,254351
Apple,A202,2009-02-03,23.31,24.11,23.17,23.92,385867,254352,254352
Apple,A203,2009-02-04,23.51,23.62,22.98,23.38,385868,254353,254353
Apple,A204,2009-02-05,23.47,23.74,23.39,23.51,385869,254354,254354
Apple,A205,2009-02-06,24,24.09,23.44,23.63,385870,254355,254355
Apple,A206,2009-02-07,23.61,24.11,23.49,24.02,385871,254356,254356
Apple,A207,2009-02-08,23.78,23.82,23.42,23.65,385872,254357,254357
Apple,A208,2009-02-09,23.17,23.76,22.58,23.76,385873,254358,254358
Apple,A209,2009-02-10,22.34,23.32,22.17,23.28,385874,254359,254359
Apple,A210,2009-02-11,22.04,22.7,21.91,22.56,385875,254360,254360
Apple,A211,2009-02-12,21.52,21.99,21.29,21.99,385876,254361,254361
Apple,A212,2009-02-13,22.21,22.39,21.36,21.52,385877,254362,254362
Apple,A213,2009-02-14,22.22,22.37,21.87,22.03,385878,254363,254363
Apple,A214,2009-02-15,21.73,22.09,21.63,22.05,385879,254364,254364
Apple,A215,2009-02-16,21.65,22.35,21.56,22.06,385880,254365,254365
Apple,A216,2009-02-17,21.98,22.12,21.2,21.7,385881,254366,254366
Apple,A217,2009-02-18,21.63,22.04,21.43,21.78,385882,254367,254367
Apple,A218,2009-02-19,22.15,22.27,21.65,21.69,385883,254368,254368
Apple,A219,2009-02-20,22,22.42,21.94,22.18,385884,254369,254369
Apple,A220,2009-02-21,20.77,22.04,20.7,22.01,385885,254370,254370
Apple,A221,2009-02-22,20.37,20.67,19.05,20.55,385886,254371,254371
Apple,A222,2009-02-23,19.58,20.73,19.37,20.25,385887,254372,254372
Apple,A223,2009-02-24,19.58,19.84,19.1,19.4,385888,254373,254373
Apple,A224,2009-02-25,19.97,20.39,19.75,19.77,385889,254374,254374
Apple,A225,2009-02-26,19.58,20.4,19.42,20.19,385890,254375,254375
Apple,A226,2009-02-27,18.95,19.84,18.69,19.71,385891,254376,254376
Apple,A227,2009-02-28,18.84,19.05,18.74,19.03,385892,254377,254377
Apple,A228,2009-03-01,18.66,18.97,18.47,18.96,385893,254378,254378
Apple,A229,2009-03-02,19.39,19.44,18.87,18.91,385894,254379,254379
Apple,A230,2009-03-03,19.63,19.73,19.21,19.39,385895,254380,254380
Apple,A231,2009-03-04,19.79,19.92,19.39,19.48,385896,254381,254381
Apple,A232,2009-03-05,19.79,19.98,19.54,19.93,385897,254382,254382
Apple,A233,2009-03-06,19.33,19.94,19.23,19.89,385898,254383,254383
Apple,A234,2009-03-07,19.2,19.34,18.78,19.33,385899,254384,254384
Apple,A235,2009-03-08,18.45,19.47,18.27,19.16,385900,254385,254385
Apple,A236,2009-03-09,18.56,18.81,18.35,18.59,385901,254386,254386
Apple,A237,2009-03-10,18.74,18.88,18.52,18.79,385902,254387,254387
Apple,A238,2009-03-11,18.71,18.92,18.42,18.75,385903,254388,254388
Apple,A239,2009-03-12,19.21,19.28,18.65,18.76,385904,254389,254389
Apple,A240,2009-03-13,18.93,19.37,18.83,19.04,385905,254390,254390
Apple,A241,2009-03-14,19.35,19.47,18.93,19.02,385906,254391,254391
Apple,A242,2009-03-15,19.92,19.97,19.59,19.59,385907,254392,254392
Apple,A243,2009-03-16,19.81,19.96,19.51,19.96,385908,254393,254393
Apple,A244,2009-03-17,20.55,20.55,19.88,19.88,385909,254394,254394
Apple,A245,2009-03-18,20.56,20.56,20.56,20.61,385910,254395,254395
Apple,A246,2009-03-19,20.49,20.49,20.49,20.72,385911,254396,254396
Apple,A247,2009-03-20,20.37,20.37,20.37,20.51,385912,254397,254397
Apple,A248,2009-03-21,20.6,20.6,20.45,20.45,385913,254398,254398
Apple,A249,2009-03-22,20.94,20.99,20.83,20.83,385914,254399,254399
Apple,A250,2009-03-23,20.76,20.76,20.76,20.94,385915,254400,254400
Apple,A251,2009-03-24,20.46,20.46,20.46,20.76,385916,254401,254401
Apple,A252,2009-03-25,20.31,20.31,20.25,20.45,385917,254402,254402
Apple,A253,2009-03-26,21.72,21.72,20.31,20.31,385918,254403,254403
Apple,A254,2009-03-27,21.53,21.53,21.53,21.72,385919,254404,254404
Apple,A255,2009-03-28,21.72,21.72,21.53,21.53,385920,254405,254405
Apple,A256,2009-03-29,21.92,21.92,21.72,21.72,385921,254406,254406
Apple,A257,2009-03-30,21.83,21.84,21.83,22.12,385922,254407,254407
Apple,A258,2009-03-31,21.26,21.33,21.26,21.83,385923,254408,254408
Apple,A259,2009-04-01,21.35,21.35,21.26,21.26,385924,254409,254409
Apple,A260,2009-04-02,21.56,21.56,21.35,21.35,385925,254410,254410
Apple,A261,2009-04-03,21.83,21.88,21.64,21.64,385926,254411,254411
Apple,A262,2009-04-04,21.51,21.68,21.51,21.83,385927,254412,254412
Apple,A263,2009-04-05,21.31,21.31,21.31,21.51,385928,254413,254413
Apple,A264,2009-04-06,21.71,21.71,21.31,21.31,385929,254414,254414
Apple,A265,2009-04-07,21.64,21.65,21.64,21.79,385930,254415,254415
Apple,A266,2009-04-08,21.81,21.81,21.64,21.64,385931,254416,254416
Apple,A267,2009-04-09,21.88,21.88,21.81,21.81,385932,254417,254417
Apple,A268,2009-04-10,21.72,21.72,21.72,21.88,385933,254418,254418
Apple,A269,2009-04-11,21.24,21.24,21.24,21.31,385934,254419,254419
Apple,A270,2009-04-12,21.15,21.15,21.15,21.24,385935,254420,254420
Apple,A271,2009-04-13,20.32,20.32,20.32,21.15,385936,254421,254421
Apple,A272,2009-04-14,19.62,19.65,19.62,20.32,385937,254422,254422
Apple,A273,2009-04-15,20.17,20.17,19.62,19.62,385938,254423,254423
Apple,A274,2009-04-16,19.47,19.47,19.47,20.45,385939,254424,254424
Apple,A275,2009-04-17,18.52,18.59,18.52,19.47,385940,254425,254425
Apple,A276,2009-04-18,18.43,18.43,18.43,18.52,385941,254426,254426
Apple,A277,2009-04-19,18.83,18.83,18.43,18.43,385942,254427,254427
Apple,A278,2009-04-20,18.43,18.43,18.43,18.83,385943,254428,254428
Apple,A279,2009-04-21,18.15,18.15,18.1,18.1,385944,254429,254429
Apple,A280,2009-04-22,17.16,17.16,17.16,18.15,385945,254430,254430
Apple,A281,2009-04-23,16.39,16.51,16.39,17.16,385946,254431,254431
Apple,A282,2009-04-24,15.49,16.06,15.49,16.39,385947,254432,254432
Apple,A283,2009-04-25,15.37,15.37,15.37,15.49,385948,254433,254433
Apple,A284,2009-04-26,16.11,16.57,16.11,16.27,385949,254434,254434
Apple,A285,2009-04-27,16.45,16.52,16.11,16.11,385950,254435,254435
Apple,A286,2009-04-28,17.56,17.56,16.45,16.45,385951,254436,254436
Apple,A287,2009-04-29,17.05,17.11,17.05,17.56,385952,254437,254437
Apple,A288,2009-04-30,15.46,15.46,15.46,17.05,385953,254438,254438
Apple,A289,2009-05-01,15.45,15.45,15.43,15.43,385954,254439,254439
Apple,A290,2009-05-02,15.43,15.77,15.43,15.45,385955,254440,254440
Apple,A291,2009-05-03,15.18,15.18,15.18,15.43,385956,254441,254441
Apple,A292,2009-05-04,14.36,14.47,14.36,15.18,385957,254442,254442
Apple,A293,2009-05-05,14.42,14.42,14.36,14.36,385958,254443,254443
Apple,A294,2009-05-06,14.11,14.11,13.86,13.86,385959,254444,254444
Apple,A295,2009-05-07,14.07,14.07,14.07,14.11,385960,254445,254445
Apple,A296,2009-05-08,14.85,14.85,14.07,14.07,385961,254446,254446
Apple,A297,2009-05-09,14.72,14.72,14.72,14.85,385962,254447,254447
Apple,A298,2009-05-10,14.68,14.68,14.63,14.64,385963,254448,254448
Apple,A299,2009-05-11,14.72,14.72,14.68,14.68,385964,254449,254449
Techno,A300,2009-02-01,14.9,14.9,14.72,14.72,385965,254450,254450
Techno,A301,2009-02-02,14.65,14.9,14.65,14.9,385966,254451,254451
Techno,A302,2009-02-03,14.11,14.65,14.11,14.65,385967,254452,254452
Techno,A303,2009-02-04,13.98,13.98,13.74,13.75,385968,254453,254453
Techno,A304,2009-02-05,13.55,13.99,13.55,13.98,385969,254454,254454
Techno,A305,2009-02-06,14.31,14.31,13.55,13.55,385970,254455,254455
Techno,A306,2009-02-07,14.76,14.76,14.29,14.31,385971,254456,254456
Techno,A307,2009-02-08,15.77,15.77,14.76,14.76,385972,254457,254457
Techno,A308,2009-02-09,16.73,16.73,16.09,16.1,385973,254458,254458
Techno,A309,2009-02-10,16.77,16.77,16.65,16.73,385974,254459,254459
Techno,A310,2009-02-11,16.45,16.79,16.45,16.77,385975,254460,254460
Techno,A311,2009-02-12,16.52,16.52,16.42,16.45,385976,254461,254461
Techno,A312,2009-02-13,16.85,16.85,16.52,16.52,385977,254462,254462
Techno,A313,2009-02-14,17.01,17.23,17.01,17.1,385978,254463,254463
Techno,A314,2009-02-15,16.89,17.02,16.89,17.01,385979,254464,254464
Techno,A315,2009-02-16,17.97,17.97,16.87,16.89,385980,254465,254465
Techno,A316,2009-02-17,17.08,18.01,17.08,17.97,385981,254466,254466
Techno,A317,2009-02-18,16.76,17.1,16.76,17.08,385982,254467,254467
Techno,A318,2009-02-19,16.84,17.13,16.84,16.9,385983,254468,254468
Techno,A319,2009-02-20,16.27,16.85,16.27,16.84,385984,254469,254469
Techno,A320,2009-02-21,15.74,16.29,15.74,16.27,385985,254470,254470
Techno,A321,2009-02-22,16.17,16.17,15.73,15.74,385986,254471,254471
Techno,A322,2009-02-23,17.77,18.73,17.77,18.72,385987,254472,254472
Techno,A323,2009-02-24,18.51,18.57,17.75,17.77,385988,254473,254473
Techno,A324,2009-02-25,19.16,19.16,18.51,18.51,385989,254474,254474
Techno,A325,2009-02-26,18.88,19.18,18.88,19.16,385990,254475,254475
Techno,A326,2009-02-27,19.12,19.16,19.12,19.15,385991,254476,254476
Techno,A327,2009-02-28,19.04,19.09,19.04,19.08,385992,254477,254477
Techno,A328,2009-03-01,19.35,19.35,19.04,19.04,385993,254478,254478
Techno,A329,2009-03-02,19.04,19.37,19.04,19.35,385994,254479,254479
Techno,A330,2009-03-03,18.97,19.06,18.97,19.04,385995,254480,254480
Techno,A331,2009-03-04,18.52,18.98,18.52,18.97,385996,254481,254481
Techno,A332,2009-03-05,18.605,18.605,18.43,18.44,385997,254482,254482
Techno,A333,2009-03-06,18.725,18.75,18.7,18.73,385998,254483,254483
Techno,A334,2009-03-07,18.495,18.87,18.47,18.86,385999,254484,254484
Techno,A335,2009-03-08,19.44,19.44,18.37,18.37,386000,254485,254485
Techno,A336,2009-03-09,19.68,19.73,19.49,19.5,386001,254486,254486
Techno,A337,2009-03-10,20.09,20.09,19.72,19.73,386002,254487,254487
Techno,A338,2009-03-11,20.34,20.34,20.19,20.2,386003,254488,254488
Techno,A339,2009-03-12,20.035,20.48,20.035,20.47,386004,254489,254489
Techno,A340,2009-03-13,20.155,20.22,19.97,19.98,386005,254490,254490
Techno,A341,2009-03-14,21.03,21.03,20.11,20.12,386006,254491,254491
Techno,A342,2009-03-15,20.96,21.09,20.96,21.08,386007,254492,254492
Techno,A343,2009-03-16,20.83,20.83,20.78,20.82,386008,254493,254493
Techno,A344,2009-03-17,20.67,20.87,20.67,20.86,386009,254494,254494
Techno,A345,2009-03-18,20.06,20.77,20.05,20.74,386010,254495,254495
Techno,A346,2009-03-19,20.66,20.66,20.42,20.44,386011,254496,254496
Techno,A347,2009-03-20,20.095,20.55,20.095,20.55,386012,254497,254497
Techno,A348,2009-03-21,18.9,19.69,18.9,19.68,386013,254498,254498
Techno,A349,2009-03-22,18.98,18.98,18.84,18.85,386014,254499,254499
Techno,A350,2009-03-23,18.515,19.13,18.515,19.13,386015,254500,254500
Techno,A351,2009-03-24,18.82,18.84,18.54,18.56,386016,254501,254501
Techno,A352,2009-03-25,19.355,19.355,18.92,18.95,386017,254502,254502
Techno,A353,2009-03-26,19.68,19.68,19.25,19.29,386018,254503,254503
Techno,A354,2009-03-27,19.1,19.74,19.1,19.73,386019,254504,254504
Techno,A355,2009-03-28,18.58,18.98,18.58,18.97,386020,254505,254505
Techno,A356,2009-03-29,18.57,18.74,18.57,18.73,386021,254506,254506
Techno,A357,2009-03-30,17.655,18.26,17.655,18.25,386022,254507,254507
